	#	#	#	#	https://www.millesima.fr/	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=JUTHXGgwSDxjV72TwjGfJfRjioUqD%2FacJzRTu1iCPxe2oEzs%2FhsL%2FNSXYpZ0BdQrH%2BzWSCVGP%2BqN4peWsVPLmwxFgZyYST9XqQFHHE1iwaisSNdrH30tzb0zxeOlylpusJkyaTuvwGf2XJOMl%2FPCYT9sIYPeZj3HFrBIk1YqblAEQbbTkgVZXKZ%2BRMcAlnifrqIWinRwmthiwvHYkW2dwg%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=JUTHXGgwSDxjV72TwjGfJfRjioUqD%2FacJzRTu1iCPxe2oEzs%2FhsL%2FNSXYpZ0BdQrH%2BzWSCVGP%2BqN4peWsVPLmwxFgZyYST9XqQFHHE1iwaisSNdrH30tzb0zxeOlylpusJkyaTuvwGf2XJOMl%2FPCYT9sIYPeZj3HFrBIk1YqblAEQbbTkgVZXKZ%2BRMcAlnifrqIWinRwmthiwvHYkW2dwg%3D%3D&ddkey=https%3ARESTOrderCalculate	
ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/bordeaux/ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	
Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	#	#	#	#	https://www.millesima.fr/bordeaux/Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	
producteur-domaine-saint-andrieu	Domaine Saint Andrieu	1	 C'est à Correns , au coeur de l'arrière pays varrois, que le Domaine Saint-Andrieu s'étend sur 24 hectares. Les cépages  Syrah , Mourvèdre et Rolle s'y épanouissent au pied des montagnes et profitent alors d'une certaine fraîcheur. Ces conditions permettent de produire des vins très fruités, gourmands et doté d'une jolie acidité.	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-domaine-saint-andrieu.html	
coteaux-varois-en-provence	Coteaux Varois en Provence	3	#	||accueil|||tous nos vins|||france|||région|||provence|||appellation|	https://www.millesima.fr/coteaux-varois-en-provence.html	
producteur-minuty	Minuty	6	 Le domaine en Provence s’étend sur 70 hectares sur la Presqu’île de St Tropez , sur les coteaux des villages de Gassin et Ramatuelle. Le Château Minuty fut construit sous le règne de Napoléon III. C’est Gabriel Farnet qui en fait l’acquisition en 1930 et replante entièrement le domaine. En 1955, la propriété est classée parmi les 23 Crus Classés de l’appellation Côtes de Provence . Monique Farnet, fille de Gabriel, ainsi que son époux Etienne Matton prennent la relève en 1960. En 1990, les frères Jean-Etienne et François Matton se substituent à leurs parents et font progresser Minuty en y apportant leur vision de l’avenir.	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-minuty.html	
producteur-domaine-des-campaux	Domaine des Campaux	9	#	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-domaine-des-campaux.html	
producteur-chateau-roubine	Château Roubine	3	 Considéré comme l'un des plus anciens vignobles de France, le Château Roubine prend place au coeur de la Provence varoise. Connu depuis le 14 ème siècle, il fût cédé à l'Ordre de Saint Jean de Jérusalem par l'Ordre des Templiers en 1307. La constance de la qualité de ses vins en Côtes de Provence fût finalement récompensée en 1953, lorsqu'il devint un Cru Classé. La propriétaire actuelle, la dynamique et talentueuse Valérie Rousselle - véritable globe-trotteuse qui ne ménage pas ses efforts pour installer sa marque sur les marchés mondiaux - veille à la réputation de ses vins exceptionnels à la renommée mondiale croissante.	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-chateau-roubine.html	
france-syrah	Syrah	1	#	#	https://www.millesima.fr/france-syrah.html	
france-cabernet-sauvignon	Cabernet Sauvignon	5	#	#	https://www.millesima.fr/france-cabernet-sauvignon.html	
producteur-chateau-sainte-roseline	Château Sainte Roseline	13	#	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-chateau-sainte-roseline.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
1er-cru	1er Cru	12	#	#	https://www.millesima.fr/1er-cru.html	
producteur-domaines-bunan	Domaines Bunan	9	 La famille Bunan bénéficie d'une belle tradition vigneronne, qui lui a apporté un véritable savoir-faire dans la conduite des vignobles. L'histoire des domaines Bunan commence en 1961, lorsque Paul et Pierre Bunan ont un coup de coeur pour le terroir de Bandol . Laurent, le fils de Paul, sera le premier vigneron de la génération suivante et se consacrera totalement à cette prestigieuse appellation. Depuis trente ans, il voyage à travers le monde afin de promouvoir les vins de la région.	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-domaines-bunan.html	
producteur-la-bastide-blanche	La Bastide Blanche	3	#	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-la-bastide-blanche.html	
producteur-domaines-ott	Domaines Ott	13	#	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-domaines-ott.html	
producteur-domaine-de-l-olivette	Domaine de l'Olivette	2	#	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-domaine-de-l-olivette.html	
producteur-domaine-de-la-begude	Domaine de la Bégude	6	#	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-domaine-de-la-begude.html	
producteur-chateau-vannieres	Château Vannières	5	#	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-chateau-vannieres.html	
bourboulenc	Bourboulenc - Millesima.fr	10	#	#	https://www.millesima.fr/bourboulenc.html	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=ToI%2FVNkFnGSf1TxnKydzSm0IkUSIQq7sfTzYWtxrmn4M1poORDjk3nlpAQUA4q7nL8SDdFRhG%2Bo1uHr7bzUelsIL9YYyz7F9BhaZlsKgiDPy7tCbtRPoCxeJbR2AMcTNKckMawquBuc4oUHR8zD%2FbgcgTH7b0nEcG9jjlJAVopA%2FrFnmth9pAJBhBdWHJN2OxJgzVfN5llVVEL7dxrS1og%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=ToI%2FVNkFnGSf1TxnKydzSm0IkUSIQq7sfTzYWtxrmn4M1poORDjk3nlpAQUA4q7nL8SDdFRhG%2Bo1uHr7bzUelsIL9YYyz7F9BhaZlsKgiDPy7tCbtRPoCxeJbR2AMcTNKckMawquBuc4oUHR8zD%2FbgcgTH7b0nEcG9jjlJAVopA%2FrFnmth9pAJBhBdWHJN2OxJgzVfN5llVVEL7dxrS1og%3D%3D&ddkey=https%3ARESTOrderCalculate	
ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	
Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	
clairette	Clairette	11	#	#	https://www.millesima.fr/clairette.html	
semillon	Sémillon	249	#	#	https://www.millesima.fr/semillon.html	
sauvignon-blanc	Sauvignon Blanc	146	#	#	https://www.millesima.fr/sauvignon-blanc.html	
muscadelle	Muscadelle	12	#	#	https://www.millesima.fr/muscadelle.html	
merlot	Merlot	42	 Apparu à la fin du 18 ème siècle, le Merlot doit son nom à des merles, oiseaux qui apprécieraient particulièrement les saveurs de ses baies. Originaire du sud-ouest de la France (il représente 58% de la surface plantée dans le bordelais ), il est désormais grandement exporté dans le monde entier, que ce soit en Europe ( Espagne , Suisse, Croatie, Slovénie, Russie, Hongrie et Italie ), en Amérique du sud ( Argentine , Chili ) ou en Californie . Souvent assemblé avec le Cabernet-Sauvignon, notamment dans la région bordelaise, le Merlot apporte au vin une belle couleur sombre et dense. En ce qui concerne le bouquet aromatique, il lui offre plus de complexité. Dominé par les fragrances de fruits rouges et noirs, il dégage de délicates notes de fraises, de framboises, de groseilles, de cerises, de cassis, de mûres et de violette très caractéristiques.	#	https://www.millesima.fr/merlot.html	
malbec	Malbec	8	#	#	https://www.millesima.fr/malbec.html	
cabernet-sauvignon	Cabernet Sauvignon	84	#	#	https://www.millesima.fr/cabernet-sauvignon.html	
cabernet-franc	Cabernet Franc	22	#	#	https://www.millesima.fr/cabernet-franc.html	
sud-ouest-appellations	Appellation	19	#	||accueil|||tous nos vins|||france|||région|||sud-ouest|	https://www.millesima.fr/tous-nos-vins/france/france-regions/sud-ouest/sud-ouest-appellations.html	
sud-ouest-producteurs	Producteur	19	#	||accueil|||tous nos vins|||france|||région|||sud-ouest|	https://www.millesima.fr/tous-nos-vins/france/france-regions/sud-ouest/sud-ouest-producteurs.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/sud-ouest/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/sud-ouest/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
producteur-clos-henri	Clos Henri	4	 Situé dans le sud de la vallée de Wairau à Malborough et appartenant à la célèbre famille Henri Bourgeois (Sancerre), Clos Henri est une propriété viticole néo-zélandaise cultivée en agriculture biologique. Entre savoir-faire traditionnel français et techniques du nouveau monde, Clos Henri a su développer son domaine sur un terroir très diversifié, proposant des vins aux racines bien ancrées dans la région de Marlborough et élaborés dans un total respect de la nature.	||accueil|||tous nos vins|||nouvelle-zélande|||région|||marlborough|||producteur|	https://www.millesima.fr/producteur-clos-henri.html	
marlborough	Marlborough	14	#	||accueil|||tous nos vins|||nouvelle-zélande|||région|	https://www.millesima.fr/marlborough.html	
producteur-chateau-pape-clement	Château Pape Clément	19	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-pape-clement.html	
producteur-domaine-de-baronarques	Domaine de Baronarques	9	#	||accueil|||tous nos vins|||france|||région|||languedoc|||producteur|	https://www.millesima.fr/producteur-domaine-de-baronarques.html	
producteur-chateau-labastide-orliac	Château Labastide Orliac	4	#	||accueil|||tous nos vins|||france|||région|||sud-ouest|||producteur|	https://www.millesima.fr/producteur-chateau-labastide-orliac.html	
brulhois	Brulhois	4	#	||accueil|||tous nos vins|||france|||région|||sud-ouest|||appellation|	https://www.millesima.fr/brulhois.html	
producteur-duemani	Duemani	3	#	||accueil|||italie|||région|||toscane|||producteur|	https://www.millesima.fr/producteur-duemani.html	
costa-toscana	Costa Toscana	9	#	||accueil|||italie|||région|||toscane|||appellation|	https://www.millesima.fr/costa-toscana.html	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=i8EWZo1bwKxM5cPcDX1zC%2Buxe9iRVxH%2FxuDGpsMVg7x7xLdP9%2FUGxp0POVHXfK0iGvTIPF1wXGOv0GRTwpJGpaPpXMkOgNbfHj%2BrI5l1Gl2Rm42L%2BnwTgyj%2FLu1UiCAEtTR1qsEtOFmD%2B3JADCsKsBuRkdR%2BXtLXrxy%2BewIDnepZfjSRcorBI2TtlqHaB9%2Bs0IiL7xrowky858fOnSNzYg%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=i8EWZo1bwKxM5cPcDX1zC%2Buxe9iRVxH%2FxuDGpsMVg7x7xLdP9%2FUGxp0POVHXfK0iGvTIPF1wXGOv0GRTwpJGpaPpXMkOgNbfHj%2BrI5l1Gl2Rm42L%2BnwTgyj%2FLu1UiCAEtTR1qsEtOFmD%2B3JADCsKsBuRkdR%2BXtLXrxy%2BewIDnepZfjSRcorBI2TtlqHaB9%2Bs0IiL7xrowky858fOnSNzYg%3D%3D&ddkey=https%3ARESTOrderCalculate	
ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/sud-ouest/ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	
france-merlot	Merlot	11	#	#	https://www.millesima.fr/france-merlot.html	
producteur-ampeleia	Ampeleia	7	#	||accueil|||italie|||région|||toscane|||producteur|	https://www.millesima.fr/producteur-ampeleia.html	
Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	#	#	#	#	https://www.millesima.fr/tous-nos-vins/france/france-regions/sud-ouest/Logoff?myAcctMain=1&catalogId=10554&langId=-2&storeId=11652&registerNew=Y	
wairau-valley	Wairau Valley	2	#	||accueil|||tous nos vins|||nouvelle-zélande|||région|||marlborough|||appellation|	https://www.millesima.fr/wairau-valley.html	
producteur-cloudy-bay	Cloudy Bay	10	 Devenu une référence internationale incontournable en l'espace de 30 ans, Cloudy Bay est un domaine néo-zélandais né en 1985 sous l'impulsion de David Hohnen. Cloudy Bay possède une multitude de terroirs néo-zélandais, dans la célèbre région de Marlborough , lui permettant d'orchestrer une grande mosaïque de vins blancs secs ( Sauvignon Blanc , Chardonnay ) et de rouges ( Pinot Noir ) dont le dénominateur commun est la garantie de vins d'exception. Bien qu'il produise également un vin effervescent, c'est assurément le Sauvignon blanc, son cépage phare, qui contribue largement, en tant qu'icône, au sérieux de ce domaine façonnant des vins d'un grand équilibre.	||accueil|||tous nos vins|||nouvelle-zélande|||région|||marlborough|||producteur|	https://www.millesima.fr/producteur-cloudy-bay.html	
central-otago	Central Otago	1	#	||accueil|||tous nos vins|||nouvelle-zélande|||région|	https://www.millesima.fr/central-otago.html	
marlborough-producteurs	Producteur	14	#	||accueil|||tous nos vins|||nouvelle-zélande|||région|||marlborough|	https://www.millesima.fr/tous-nos-vins/nouvelle-zelande/nouvelle-zelande-regions/marlborough/marlborough-producteurs.html	
marlborough	Marlborough	14	#	||accueil|||tous nos vins|||nouvelle-zélande|||région|	https://www.millesima.fr/tous-nos-vins/nouvelle-zelande/nouvelle-zelande-regions/marlborough.html	
nouvelle-zelande-regions	Région	16	#	||accueil|||tous nos vins|||nouvelle-zélande|	https://www.millesima.fr/tous-nos-vins/nouvelle-zelande/nouvelle-zelande-regions.html	
nouvelle-zelande	Nouvelle-Zélande	16	 L'histoire du vignoble néo-zélandais remonte à 1819, lorsqu'un évêque français planta les premières vignes. Il n'existe, à l'heure actuelle, qu'une poignée de domaines centenaires. En effet, l'industrie viticole du pays, de manière générale, a à peine 25 ans. Jusqu'en 1946, la production était uniquement consacrée aux vins de liqueur. Les années 80 placeront les vins de Nouvelle-Zélande sur le devant de la scène internationale. Jamais situé à plus de cent kilomètres des côtes, le vignoble de Nouvelle-Zélande bénéficie d'un climat maritime. Ici, l'automne est long et sec. Le raisin ( Merlot , Cabernet Sauvignon , Sauvignon blanc et Chardonnay ) profite d'une maturation lente qui lui permet de développer des saveurs intenses.	||accueil|||tous nos vins|	https://www.millesima.fr/tous-nos-vins/nouvelle-zelande.html	
CategoryDisplay?storeId=11652&urlLangId=-2&beginIndex=0&urlRequestType=Base&categoryId=267703&pageView=&langId=-2&catalogId=10554	Cabernet Franc	5	#	#	https://www.millesima.fr/CategoryDisplay?storeId=11652&urlLangId=-2&beginIndex=0&urlRequestType=Base&categoryId=267703&pageView=&langId=-2&catalogId=10554	
marlborough-appellations	Appellation	13	#	||accueil|||tous nos vins|||nouvelle-zélande|||région|||marlborough|	https://www.millesima.fr/tous-nos-vins/nouvelle-zelande/nouvelle-zelande-regions/marlborough/marlborough-appellations.html	
australie-cabernet-sauvignon	Cabernet Sauvignon	14	#	#	https://www.millesima.fr/australie-cabernet-sauvignon.html	
nouvelle-zelande-sauvignon-blanc	Sauvignon Blanc	4	#	#	https://www.millesima.fr/nouvelle-zelande-sauvignon-blanc.html	
nouvelle-zelande-autres-cepages	Autres	6	#	#	https://www.millesima.fr/nouvelle-zelande-autres-cepages.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/nouvelle-zelande/nouvelle-zelande-regions/marlborough/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
appellation-marlborough	Marlborough	11	#	||accueil|||tous nos vins|||nouvelle-zélande|||région|||appellation|	https://www.millesima.fr/appellation-marlborough.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/nouvelle-zelande/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
RESTOrderCalculate?updatePrices=1&doConfigurationValidation=Y&calculationUsageId=-1&errorViewName=AjaxOrderItemDisplayView&catalogId=10554&langId=-2&URL=AjaxOrderItemDisplayView&storeId=11652&orderId=.	#	#	#	#	https://www.millesima.fr/tous-nos-vins/RESTOrderCalculate?updatePrices=1&doConfigurationValidation=Y&calculationUsageId=-1&errorViewName=AjaxOrderItemDisplayView&catalogId=10554&langId=-2&URL=AjaxOrderItemDisplayView&storeId=11652&orderId=.	
